crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
4452930,CAMBRIDGE,11/11/2017,Non-fatal injury,Closed,22:00:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38138105,-71.12611456
4453768,CAMBRIDGE,10/30/2017,Non-fatal injury,Closed,15:45:00,2017,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),30,42.36879668,-71.07346858
4453770,CAMBRIDGE,10/27/2017,Non-fatal injury,Closed,16:00:00,2017,Non-fatal injury - Non-incapacitating,1,State police,H,18-20,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.37615199,-71.14074034
4453775,CAMBRIDGE,11/10/2017,Property damage only (none injured),Closed,11:50:00,2017,No injury,1,State police,H,65-74,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36885063,-71.07229575
4454669,CAMBRIDGE,11/14/2017,Non-fatal injury,Closed,14:50:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.38378998,-71.11945776
4455499,CAMBRIDGE,11/15/2017,Non-fatal injury,Closed,13:27:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy/Cloudy,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37575922,-71.11938466
4455503,CAMBRIDGE,11/16/2017,Non-fatal injury,Closed,14:01:00,2017,Non-fatal injury - Possible,1,Local police,NA,55-64,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.37080192,-71.10961659
4456585,CAMBRIDGE,11/02/2017,Property damage only (none injured),Closed,15:42:00,2017,No injury,1,State police,H,45-54,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.36981846,-71.12245564
4457273,CAMBRIDGE,11/21/2017,Non-fatal injury,Closed,09:10:00,2017,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36148728,-71.11595012
4458088,CAMBRIDGE,11/17/2017,Non-fatal injury,Closed,18:45:00,2017,Non-fatal injury - Possible,1,Local police,NA,65-74,06:00PM to 06:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3592448,-71.08714593
4458096,CAMBRIDGE,11/22/2017,Non-fatal injury,Closed,18:17:00,2017,Non-fatal injury - Possible,1,Local police,NA,45-54,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Wet,0,Cloudy/Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36507209,-71.10318132
4458153,CAMBRIDGE,11/18/2017,Non-fatal injury,Closed,20:53:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,08:00PM to 08:59PM,Collision with pedestrian,Dark - lighted roadway,Head-on,Wet,0,Rain/Unknown,No hit and run,V1:(Collision with pedestrian),25,42.37047495,-71.09687541
4458155,CAMBRIDGE,11/19/2017,Non-fatal injury,Closed,13:30:00,2017,Non-fatal injury - Possible,2,Local police,NA,45-54,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Rear-end,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian) / V2:(Other non-collision),25,42.37316777,-71.11810137
4459310,CAMBRIDGE,11/27/2017,Non-fatal injury,Closed,15:25:00,2017,Non-fatal injury - Possible,1,State police,H,NA,03:00PM to 03:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Cloudy,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3553517,-71.09877544
4465767,CAMBRIDGE,10/30/2017,Property damage only (none injured),Closed,18:30:00,2017,No injury,1,State police,H,55-64,06:00PM to 06:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.35753628,-71.09276511
4468595,CAMBRIDGE,11/30/2017,Property damage only (none injured),Closed,18:03:00,2017,No injury,1,Local police,NA,55-64,06:00PM to 06:59PM,Collision with pedestrian,Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.39347553,-71.13285665
4468596,CAMBRIDGE,12/02/2017,Non-fatal injury,Closed,01:53:00,2017,Non-fatal injury - Possible,1,Local police,NA,NA,01:00AM to 01:59AM,Collision with pedestrian,Dark - lighted roadway,Angle,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.37285131,-71.12143472
4468600,CAMBRIDGE,12/03/2017,Non-fatal injury,Closed,13:34:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36598658,-71.10469311
4468605,CAMBRIDGE,12/06/2017,Non-fatal injury,Closed,19:38:00,2017,Non-fatal injury - Possible,1,Local police,NA,45-54,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36970444,-71.10198672
4468637,CAMBRIDGE,11/28/2017,Non-fatal injury,Closed,12:55:00,2017,Non-fatal injury - Possible,1,Local police,NA,65-74,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear/Other,No hit and run,V1:(Collision with pedestrian),25,42.38346166,-71.12364926
4468641,CAMBRIDGE,11/30/2017,Non-fatal injury,Closed,17:01:00,2017,Non-fatal injury - Possible,1,Local police,NA,65-74,05:00PM to 05:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36630241,-71.09177804
4468643,CAMBRIDGE,12/01/2017,Non-fatal injury,Closed,12:40:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Cloudy,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37116012,-71.08092469
4468719,CAMBRIDGE,12/12/2017,Property damage only (none injured),Closed,19:45:00,2017,No injury,1,Local police,NA,55-64,07:00PM to 07:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.36917619,-71.11073144
4468725,CAMBRIDGE,12/13/2017,Property damage only (none injured),Closed,17:43:00,2017,No injury,1,Local police,NA,>84,05:00PM to 05:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.39157618,-71.11908297
4471323,CAMBRIDGE,12/18/2017,Non-fatal injury,Closed,19:12:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,07:00PM to 07:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Rain/Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.37700516,-71.1123589
4471977,CAMBRIDGE,12/20/2017,Non-fatal injury,Closed,17:30:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36321295,-71.09669825
4472628,CAMBRIDGE,12/21/2017,Non-fatal injury,Closed,15:15:00,2017,Non-fatal injury - Possible,1,Local police,NA,55-64,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37274747,-71.12339734
4472726,CAMBRIDGE,12/21/2017,Non-fatal injury,Closed,17:32:00,2017,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Rear-end,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.37172281,-71.07969469
4477304,CAMBRIDGE,12/21/2017,Non-fatal injury,Closed,08:15:00,2017,Non-fatal injury - Possible,1,State police,H,65-74,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.36885063,-71.07229575
4478032,CAMBRIDGE,12/19/2017,Non-fatal injury,Closed,18:17:00,2017,Non-fatal injury - Incapacitating,2,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car)) / V2:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38538289,-71.11927815
4482082,CAMBRIDGE,01/04/2018,Non-fatal injury,Closed,16:02:00,2018,Non-fatal injury - Possible,1,Local police,NA,55-64,04:00PM to 04:59PM,Collision with pedestrian,Dark - lighted roadway,Rear-to-rear,Snow,0,Snow,No hit and run,V1:(Collision with pedestrian),25,42.38072428,-71.15383417
4483445,CAMBRIDGE,01/10/2018,Property damage only (none injured),Closed,08:30:00,2018,No injury,1,Local police,NA,NA,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear/Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36507096,-71.10318019
4484031,CAMBRIDGE,01/12/2018,Non-fatal injury,Closed,21:46:00,2018,Non-fatal injury - Possible,1,Local police,NA,45-54,09:00PM to 09:59PM,Collision with pedestrian,Dusk,Angle,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.36579067,-71.09209453
4484033,CAMBRIDGE,01/13/2018,Property damage only (none injured),Closed,00:57:00,2018,No injury,1,Local police,NA,NA,12:00AM to 12:59AM,Collision with pedestrian,Dark - lighted roadway,Head-on,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.36344362,-71.10037688
4488012,CAMBRIDGE,01/15/2018,Non-fatal injury,Closed,14:35:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Snow,0,Snow/Cloudy,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37342548,-71.0930344
4489895,CAMBRIDGE,01/23/2018,Non-fatal injury,Closed,17:15:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37231775,-71.10861544
4495534,CAMBRIDGE,02/02/2018,Non-fatal injury,Closed,06:07:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,06:00AM to 06:59AM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Snow/Snow,No hit and run,V1:(Collision with pedestrian),25,42.37632772,-71.11566226
4496377,CAMBRIDGE,02/05/2018,Non-fatal injury,Closed,18:15:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37789843,-71.10812973
4497112,CAMBRIDGE,02/06/2018,Non-fatal injury,Closed,19:52:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37211933,-71.08849057
4500222,CAMBRIDGE,02/10/2018,Non-fatal injury,Closed,19:20:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,07:00PM to 07:59PM,Collision with pedestrian,Dark - lighted roadway,"Sideswipe, opposite direction",Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),NA,42.36979721,-71.07134647
4501196,CAMBRIDGE,02/14/2018,Non-fatal injury,Closed,20:16:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Unknown,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37982569,-71.11650642
4506304,CAMBRIDGE,02/23/2018,Non-fatal injury,Closed,09:44:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37370109,-71.10051045
4506337,CAMBRIDGE,02/20/2018,Non-fatal injury,Closed,15:15:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,75-84,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37011541,-71.11293419
4511617,CAMBRIDGE,03/06/2018,Property damage only (none injured),Closed,15:02:00,2018,No injury,1,Local police,NA,45-54,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.36442605,-71.10209844
4528038,CAMBRIDGE,04/17/2018,Non-fatal injury,Closed,22:47:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,10:00PM to 10:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37241057,-71.09066164
4538508,CAMBRIDGE,05/14/2018,Non-fatal injury,Closed,14:54:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,55-64,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.38013524,-71.12506492
4537524,CAMBRIDGE,05/01/2018,Property damage only (none injured),Closed,10:22:00,2018,No injury,1,Local police,NA,35-44,10:00AM to 10:59AM,Collision with pedestrian,Dawn,Angle,Wet,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.38362854,-71.11608357
4537445,CAMBRIDGE,05/07/2018,Non-fatal injury,Closed,12:24:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Unknown,0,Unknown/Unknown,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37876896,-71.12451674
4537443,CAMBRIDGE,05/04/2018,Non-fatal injury,Closed,20:53:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,NA,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Single vehicle crash,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36298168,-71.09959332
4537437,CAMBRIDGE,05/01/2018,Non-fatal injury,Closed,22:38:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37639141,-71.1193061
4530481,CAMBRIDGE,04/25/2018,Non-fatal injury,Closed,18:15:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,06:00PM to 06:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.3748341,-71.11446156
4528385,CAMBRIDGE,04/18/2018,Property damage only (none injured),Closed,14:04:00,2018,No injury,1,Local police,NA,75-84,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37164172,-71.08479003
4527572,CAMBRIDGE,04/16/2018,Non-fatal injury,Closed,07:39:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,07:00AM to 07:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.36510616,-71.0827585
4527570,CAMBRIDGE,04/14/2018,Non-fatal injury,Closed,18:21:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39347608,-71.13285513
4526262,CAMBRIDGE,04/06/2018,Property damage only (none injured),Closed,10:07:00,2018,No injury,1,Local police,NA,45-54,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.3835307,-71.11959592
4524151,CAMBRIDGE,04/05/2018,Non-fatal injury,Closed,21:08:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38942739,-71.11995496
4523541,CAMBRIDGE,04/04/2018,Non-fatal injury,Closed,19:26:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36978588,-71.07132547
4518642,CAMBRIDGE,03/24/2018,Non-fatal injury,Closed,17:36:00,2018,Non-fatal injury - Possible,1,Local police,NA,75-84,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37219004,-71.09897917
4515107,CAMBRIDGE,03/14/2018,Non-fatal injury,Closed,19:13:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,07:00PM to 07:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.3728486,-71.12330016
4515096,CAMBRIDGE,03/12/2018,Property damage only (none injured),Closed,10:26:00,2018,No injury,1,Local police,NA,45-54,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Head-on,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.37631537,-71.11572974
4512539,CAMBRIDGE,03/08/2018,Non-fatal injury,Closed,17:43:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,05:00PM to 05:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Snow,0,Snow,No hit and run,V1:(Collision with pedestrian),20,42.38670297,-71.12950149
